m_date,air_temp
2019-05-03 10:3,9
2019-05-03 10:4,6
2019-05-03 10:5,6
2019-05-03 10:6,5
2019-05-03 10:7,10
2019-05-03 10:8,9
2019-05-03 10:9,11
2019-05-03 10:10,10
2019-05-03 10:11,9
2019-05-03 10:12,9
2019-05-03 10:13,10
2019-05-03 10:14,10
2019-05-03 10:15,7
2019-05-03 10:16,10
2019-05-03 10:17,9
2019-05-03 10:18,11
2019-05-03 10:20,14
2019-05-03 10:21,13
2019-05-03 10:22,16
2019-05-03 10:23,10
2019-05-03 10:24,10
2019-05-03 10:25,10
2019-05-03 10:26,10
2019-05-03 10:27,8
2019-05-03 10:28,10
2019-05-03 10:29,10
2019-05-03 10:30,11
2019-05-03 10:31,9
2019-05-03 10:32,5
2019-05-03 10:33,9
2019-05-03 10:34,10
2019-05-03 10:35,8
2019-05-03 10:36,7
2019-05-03 10:37,6
2019-05-03 10:38,8
2019-05-03 10:39,5
2019-05-03 10:40,10
2019-05-03 10:41,10
2019-05-03 10:42,8
2019-05-03 10:43,11
2019-05-03 10:44,8
2019-05-03 10:45,6
2019-05-03 10:46,10
2019-05-03 10:47,5
2019-05-03 10:48,7
2019-05-03 10:49,7
2019-05-03 10:50,11
2019-05-03 10:51,8
2019-05-03 10:52,11
2019-05-03 10:53,6
2019-05-03 10:54,5
2019-05-03 10:55,6
2019-05-03 10:56,7
2019-05-03 10:57,5
2019-05-03 10:58,12
2019-05-03 10:59,9
2019-05-03 11:0,6
2019-05-03 11:1,6
2019-05-03 11:2,8
2019-05-03 11:3,4
2019-05-03 11:4,8
2019-05-03 11:5,5
2019-05-03 11:6,2
2019-05-03 11:7,4
2019-05-03 11:8,2
2019-05-03 11:9,4
2019-05-03 11:10,11
2019-05-03 11:11,4
2019-05-03 11:12,8
2019-05-03 11:13,7
2019-05-03 11:14,5
2019-05-03 11:15,6
2019-05-03 11:16,8
2019-05-03 11:17,12
2019-05-03 11:18,14
2019-05-03 11:19,12
2019-05-03 11:20,10
2019-05-03 11:21,10
2019-05-03 11:22,11
2019-05-03 11:23,11
2019-05-03 11:24,6
2019-05-03 11:25,11
2019-05-03 11:26,10
2019-05-03 11:27,9
2019-05-03 11:28,9
2019-05-03 11:29,14
2019-05-03 11:30,12
2019-05-03 11:31,10
2019-05-03 11:32,15
2019-05-03 11:33,12
2019-05-03 11:34,16
2019-05-03 11:35,16
2019-05-03 11:36,11
2019-05-03 11:37,9
2019-05-03 11:38,7
2019-05-03 11:39,6
2019-05-03 11:40,7
2019-05-03 11:41,7
2019-05-03 11:42,9
2019-05-03 11:43,7
2019-05-03 11:44,7
2019-05-03 11:45,9
2019-05-03 11:46,10
2019-05-03 11:47,9
2019-05-03 11:48,11
2019-05-03 11:49,10
2019-05-03 11:50,8
2019-05-03 11:51,7
2019-05-03 11:52,8
2019-05-03 11:53,11
2019-05-03 11:54,11
2019-05-03 11:55,10
2019-05-03 11:56,10
2019-05-03 11:57,7
2019-05-03 11:58,4
2019-05-03 11:59,5
2019-05-03 12:0,14
2019-05-03 12:1,11
2019-05-03 12:2,12
2019-05-03 12:3,9
2019-05-03 12:4,12
2019-05-03 12:5,6
2019-05-03 12:6,9
2019-05-03 12:7,11
2019-05-03 12:8,11
2019-05-03 12:9,9
2019-05-03 12:10,10
2019-05-03 12:11,7
2019-05-03 12:12,7
2019-05-03 12:13,12
2019-05-03 12:14,8
2019-05-03 12:15,14
2019-05-03 12:16,11
2019-05-03 12:17,10
2019-05-03 12:18,9
2019-05-03 12:19,11
2019-05-03 12:20,10
2019-05-03 12:21,13
2019-05-03 12:22,6
2019-05-03 12:23,6
2019-05-03 12:24,3
2019-05-03 12:25,10
2019-05-03 12:26,4
2019-05-03 12:27,6
2019-05-03 12:28,9
2019-05-03 12:29,9
2019-05-03 12:30,8
2019-05-03 12:31,6
2019-05-03 12:32,8
2019-05-03 12:33,9
2019-05-03 12:34,11
2019-05-03 12:35,9
2019-05-03 12:36,9
2019-05-03 12:37,8
2019-05-03 12:38,10
2019-05-03 12:39,11
2019-05-03 12:40,10
2019-05-03 12:41,12
2019-05-03 12:42,11
2019-05-03 12:43,9
2019-05-03 12:44,11
2019-05-03 12:45,16
2019-05-03 12:46,18
2019-05-03 12:47,20
2019-05-03 12:48,14
2019-05-03 12:49,15
2019-05-03 12:50,14
2019-05-03 12:51,9
2019-05-03 12:52,11
2019-05-03 12:53,7
2019-05-03 12:54,8
2019-05-03 12:55,8
2019-05-03 12:56,6
2019-05-03 12:57,10
2019-05-03 12:58,6
2019-05-03 12:59,12
2019-05-03 13:0,9
2019-05-03 13:1,12
2019-05-03 13:2,16
2019-05-03 13:3,12
2019-05-03 13:4,15
2019-05-03 13:5,14
2019-05-03 13:6,11
2019-05-03 13:7,12
2019-05-03 13:8,11
2019-05-03 13:10,9
2019-05-03 13:11,9
2019-05-03 13:12,8
2019-05-03 13:13,13
2019-05-03 13:14,16
2019-05-03 13:15,10
2019-05-03 13:16,11
2019-05-03 13:17,5
2019-05-03 13:18,10
2019-05-03 13:20,13
2019-05-03 13:21,11
2019-05-03 13:22,15
2019-05-03 13:23,12
2019-05-03 13:24,14
2019-05-03 13:25,15
2019-05-03 13:26,15
2019-05-03 13:27,10
2019-05-03 13:28,9
2019-05-03 13:29,9
2019-05-03 13:30,9
2019-05-03 13:31,14
2019-05-03 13:32,10
2019-05-03 13:33,16
2019-05-03 13:34,11
2019-05-03 13:35,17
2019-05-03 13:36,16
2019-05-03 13:37,14
2019-05-03 13:38,14
2019-05-03 13:39,8
2019-05-03 13:40,8
2019-05-03 13:41,5
2019-05-03 13:42,8
2019-05-03 13:43,13
2019-05-03 13:44,9
2019-05-03 13:45,13
2019-05-03 13:46,17
2019-05-03 13:47,14
2019-05-03 13:48,18
2019-05-03 13:49,17
2019-05-03 13:50,17
2019-05-03 13:51,13
2019-05-03 13:52,16
2019-05-03 13:53,15
2019-05-03 13:54,15
2019-05-03 13:55,11
2019-05-03 13:56,17
2019-05-03 13:57,20
2019-05-03 13:58,19
2019-05-03 13:59,18
2019-05-03 14:0,13
2019-05-03 14:1,14
2019-05-03 14:2,13
2019-05-03 14:3,12
2019-05-03 14:4,11
2019-05-03 14:5,14
2019-05-03 14:6,8
2019-05-03 14:7,12
2019-05-03 14:8,8
2019-05-03 14:9,9
2019-05-03 14:10,12
2019-05-03 14:11,14
2019-05-03 14:12,10
2019-05-03 14:13,13
2019-05-03 14:14,11
2019-05-03 14:15,11
2019-05-03 14:16,9
2019-05-03 14:17,8
2019-05-03 14:18,12
2019-05-03 14:19,13
2019-05-03 14:20,8
2019-05-03 14:21,11
2019-05-03 14:22,12
2019-05-03 14:23,13
2019-05-03 14:24,13
2019-05-03 14:25,10
2019-05-03 14:26,8
2019-05-03 14:27,12
2019-05-03 14:28,15
2019-05-03 14:30,10
2019-05-03 14:31,9
2019-05-03 14:32,10
2019-05-03 14:33,7
2019-05-03 14:34,7
2019-05-03 14:35,11
2019-05-03 14:36,10
2019-05-03 14:37,11
2019-05-03 14:38,9
2019-05-03 14:39,7
2019-05-03 14:40,6
2019-05-03 14:41,8
2019-05-03 14:42,8
2019-05-03 14:43,8
2019-05-03 14:44,9
2019-05-03 14:45,10
2019-05-03 14:46,7
2019-05-03 14:47,8
2019-05-03 14:48,8
2019-05-03 14:49,8
2019-05-03 14:50,8
2019-05-03 14:51,10
2019-05-03 14:52,9
2019-05-03 14:53,15
2019-05-03 14:54,8
2019-05-03 14:55,6
2019-05-03 14:56,7
2019-05-03 14:57,9
2019-05-03 14:58,8
2019-05-03 14:59,7
2019-05-03 15:0,3
2019-05-03 15:1,9
2019-05-03 15:2,3
2019-05-03 15:3,5
2019-05-03 15:4,3
2019-05-03 15:5,3
2019-05-03 15:6,5
2019-05-03 15:7,8
2019-05-03 15:8,4
2019-05-03 15:9,5
2019-05-03 15:10,1
2019-05-03 15:11,0
2019-05-03 15:12,2
2019-05-03 15:13,2
2019-05-03 15:14,6
2019-05-03 15:15,6
2019-05-03 15:16,5
2019-05-03 15:17,2
2019-05-03 15:18,3
2019-05-03 15:19,2
2019-05-03 15:20,0
2019-05-03 15:21,3
2019-05-03 15:24,1
2019-05-03 15:25,6
2019-05-03 15:26,2
2019-05-03 15:27,3
2019-05-03 15:28,4
2019-05-03 15:29,3
2019-05-03 15:30,5
2019-05-03 15:31,5
2019-05-03 15:32,6
2019-05-03 15:33,3
2019-05-03 15:34,2
2019-05-03 15:35,2
2019-05-03 15:36,3
2019-05-03 15:37,5
2019-05-03 15:38,2
2019-05-03 15:40,3
2019-05-03 15:41,1
2019-05-03 15:42,6
2019-05-03 15:43,3
2019-05-03 15:44,2
2019-05-03 15:45,1
2019-05-03 15:46,1
2019-05-03 15:48,1
2019-05-03 15:49,1
2019-05-03 15:50,7
2019-05-03 15:51,3
2019-05-03 15:52,4
2019-05-03 15:53,11
2019-05-03 15:54,5
2019-05-03 15:55,5
2019-05-03 15:57,5
2019-05-03 15:58,4
2019-05-03 16:0,5
2019-05-03 16:1,6
2019-05-03 16:2,1
2019-05-03 16:3,1
2019-05-03 16:4,0
2019-05-03 16:5,3
2019-05-03 16:6,1
2019-05-03 16:7,2
2019-05-03 16:8,2
2019-05-03 16:9,1
2019-05-03 16:10,3
2019-05-03 16:11,3
2019-05-03 16:12,1
2019-05-03 16:13,1
2019-05-03 16:15,4
2019-05-03 16:16,2
2019-05-03 16:17,5
2019-05-03 16:18,2
2019-05-03 16:19,1
2019-05-03 16:20,3
2019-05-03 16:21,1
2019-05-03 16:22,2
2019-05-03 16:23,3
2019-05-03 16:24,5
2019-05-03 16:25,5
2019-05-03 16:26,3
2019-05-03 16:27,4
2019-05-03 16:28,3
2019-05-03 16:29,8
2019-05-03 16:30,4
2019-05-03 16:31,7
2019-05-03 16:32,7
2019-05-03 16:33,4
2019-05-03 16:34,4
2019-05-03 16:35,4
2019-05-03 16:36,6
2019-05-03 16:37,5
2019-05-03 16:38,6
2019-05-03 16:39,3
2019-05-03 16:40,5
2019-05-03 16:41,4
2019-05-03 16:42,3
2019-05-03 16:43,2
2019-05-03 16:44,1
2019-05-03 16:45,1
2019-05-03 16:46,3
2019-05-03 16:47,1
2019-05-03 16:48,2
2019-05-03 16:49,1
2019-05-03 16:50,3
2019-05-03 16:51,4
2019-05-03 16:52,2
2019-05-03 16:53,1
2019-05-03 16:54,2
2019-05-03 16:55,5
2019-05-03 16:56,2
2019-05-03 16:57,1
2019-05-03 16:58,3
2019-05-03 17:0,1
2019-05-03 17:2,0
2019-05-03 17:3,1
2019-05-03 17:4,0
2019-05-03 17:7,2
2019-05-03 17:11,1
2019-05-03 17:22,0
2019-05-03 17:24,1
2019-05-03 17:26,1
2019-05-03 17:27,1
2019-05-03 17:28,2
2019-05-03 17:30,7
2019-05-03 17:31,4
2019-05-03 17:32,3
2019-05-03 17:33,1
2019-05-03 17:34,1
2019-05-03 17:35,1
2019-05-03 17:36,2
2019-05-03 17:37,1
2019-05-03 17:38,1
2019-05-03 17:40,1
2019-05-03 17:41,3
2019-05-03 17:42,2
2019-05-03 17:43,2
2019-05-03 17:44,1
2019-05-03 17:45,5
2019-05-03 17:46,2
2019-05-03 17:47,2
2019-05-03 17:48,2
2019-05-03 17:49,2
2019-05-03 17:50,1
2019-05-03 17:51,0
2019-05-03 17:52,1
2019-05-03 17:53,3
2019-05-03 17:54,7
2019-05-03 17:55,5
2019-05-03 17:56,4
2019-05-03 17:57,3
2019-05-03 17:58,3
2019-05-03 17:59,7
2019-05-03 18:0,5
2019-05-03 18:1,4
2019-05-03 18:2,5
2019-05-03 18:3,9
2019-05-03 18:4,6
2019-05-03 18:5,4
2019-05-03 18:6,5
2019-05-03 18:7,9
2019-05-03 18:8,12
2019-05-03 18:9,9
2019-05-03 18:10,6
2019-05-03 18:11,9
2019-05-03 18:12,10
2019-05-03 18:13,11
2019-05-03 18:14,7
2019-05-03 18:15,8
2019-05-03 18:16,10
2019-05-03 18:17,6
2019-05-03 18:18,3
2019-05-03 18:19,5
2019-05-03 18:20,4
2019-05-03 18:21,3
2019-05-03 18:22,6
2019-05-03 18:23,5
2019-05-03 18:24,3
2019-05-03 18:25,3
2019-05-03 18:26,3
2019-05-03 18:27,3
2019-05-03 18:28,3
2019-05-03 18:30,7
2019-05-03 18:31,8
2019-05-03 18:32,7
2019-05-03 18:33,7
2019-05-03 18:34,5
2019-05-03 18:35,6
2019-05-03 18:36,6
2019-05-03 18:37,6
2019-05-03 18:38,2
2019-05-03 18:39,4
2019-05-03 18:40,3
2019-05-03 18:41,5
2019-05-03 18:42,2
2019-05-03 18:43,3
2019-05-03 18:44,6
2019-05-03 18:45,3
2019-05-03 18:46,3
2019-05-03 18:47,4
2019-05-03 18:48,5
2019-05-03 18:49,5
2019-05-03 18:50,4
2019-05-03 18:51,5
2019-05-03 18:52,4
2019-05-03 18:53,3
2019-05-03 18:54,4
2019-05-03 18:55,4
2019-05-03 18:56,4
2019-05-03 18:57,7
2019-05-03 18:58,5
2019-05-03 18:59,3
2019-05-03 19:0,5
2019-05-03 19:1,5
2019-05-03 19:2,5
2019-05-03 19:3,4
2019-05-03 19:4,4
2019-05-03 19:5,3
2019-05-03 19:6,6
2019-05-03 19:7,4
2019-05-03 19:8,5
2019-05-03 19:9,3
2019-05-03 19:10,6
2019-05-03 19:11,1
2019-05-03 19:12,6
2019-05-03 19:13,4
2019-05-03 19:14,4
2019-05-03 19:15,3
2019-05-03 19:16,1
2019-05-03 19:17,3
2019-05-03 19:18,1
2019-05-03 19:19,2
2019-05-03 19:20,2
2019-05-03 19:21,4
2019-05-03 19:22,0
2019-05-03 19:24,1
2019-05-03 19:28,1
2019-05-03 19:34,0
2019-05-03 21:0,1
2019-05-04 5:10,2
2019-05-04 5:11,1
2019-05-04 5:15,0
2019-05-04 5:22,3
2019-05-04 5:23,2
2019-05-04 5:24,3
2019-05-04 5:25,3
2019-05-04 5:26,2
2019-05-04 5:27,1
2019-05-04 5:28,2
2019-05-04 5:29,3
2019-05-04 5:30,1
2019-05-04 5:31,4
2019-05-04 5:32,0
2019-05-04 5:33,0
2019-05-04 5:34,2
2019-05-04 5:35,1
2019-05-04 5:36,1
2019-05-04 5:37,2
2019-05-04 5:38,2
2019-05-04 5:39,2
2019-05-04 5:40,0
2019-05-04 5:41,3
2019-05-04 5:42,2
2019-05-04 5:43,1
2019-05-04 5:44,0
2019-05-04 5:45,1
2019-05-04 5:46,1
2019-05-04 5:47,0
2019-05-04 5:48,1
2019-05-04 5:49,0
2019-05-04 5:50,0
2019-05-04 5:51,1
2019-05-04 5:52,1
2019-05-04 5:53,0
2019-05-04 5:54,1
2019-05-04 5:55,1
2019-05-04 5:56,0
2019-05-04 5:57,0
2019-05-04 5:58,1
2019-05-04 5:59,2
2019-05-04 6:0,1
2019-05-04 6:1,1
2019-05-04 6:6,2
2019-05-04 6:8,1
2019-05-04 6:10,2
2019-05-04 6:15,1
2019-05-04 6:16,1
2019-05-04 6:17,2
2019-05-04 6:18,1
2019-05-04 6:19,1
2019-05-04 6:20,1
2019-05-04 6:21,0
2019-05-04 6:22,3
2019-05-04 6:23,1
2019-05-04 6:24,3
2019-05-04 6:25,3
2019-05-04 6:26,4
2019-05-04 6:28,1
2019-05-04 6:29,3
2019-05-04 6:30,2
2019-05-04 6:31,3
2019-05-04 6:33,2
2019-05-04 6:34,3
2019-05-04 6:35,2
2019-05-04 6:36,2
2019-05-04 6:37,4
2019-05-04 6:38,3
2019-05-04 6:39,6
2019-05-04 6:40,3
2019-05-04 6:41,4
2019-05-04 6:42,2
2019-05-04 6:43,4
2019-05-04 6:44,2
2019-05-04 6:45,3
2019-05-04 6:46,4
2019-05-04 6:47,5
2019-05-04 6:48,6
2019-05-04 6:49,4
2019-05-04 6:50,1
2019-05-04 6:51,6
2019-05-04 6:52,3
2019-05-04 6:53,3
2019-05-04 6:54,1
2019-05-04 6:55,4
2019-05-04 6:56,3
2019-05-04 6:57,1
2019-05-04 6:58,1
2019-05-04 6:59,0
2019-05-04 7:0,4
2019-05-04 7:1,4
2019-05-04 7:2,3
2019-05-04 7:3,3
2019-05-04 7:4,3
2019-05-04 7:5,3
2019-05-04 7:6,4
2019-05-04 7:7,1
2019-05-04 7:8,4
2019-05-04 7:9,4
2019-05-04 7:10,3
2019-05-04 7:11,5
2019-05-04 7:12,1
2019-05-04 7:13,1
2019-05-04 7:14,2
2019-05-04 7:15,1
2019-05-04 7:16,2
2019-05-04 7:17,7
2019-05-04 7:18,5
2019-05-04 7:19,1
2019-05-04 7:20,1
2019-05-04 7:21,4
2019-05-04 7:22,7
2019-05-04 7:23,6
2019-05-04 7:24,5
2019-05-04 7:25,4
2019-05-04 7:26,2
2019-05-04 7:27,2
2019-05-04 7:28,2
2019-05-04 7:29,5
2019-05-04 7:30,5
2019-05-04 7:31,1
2019-05-04 7:32,3
2019-05-04 7:33,1
2019-05-04 7:34,1
2019-05-04 7:35,1
2019-05-04 7:36,5
2019-05-04 7:37,1
2019-05-04 7:38,3
2019-05-04 7:39,4
2019-05-04 7:40,2
2019-05-04 7:41,4
2019-05-04 7:42,3
2019-05-04 7:43,2
2019-05-04 7:44,2
2019-05-04 7:45,4
2019-05-04 7:46,6
2019-05-04 7:47,3
2019-05-04 7:48,4
2019-05-04 7:49,2
2019-05-04 7:50,1
2019-05-04 7:51,1
2019-05-04 7:52,4
2019-05-04 7:53,3
2019-05-04 7:54,2
2019-05-04 7:55,3
2019-05-04 7:56,0
2019-05-04 7:57,0
2019-05-04 7:58,4
2019-05-04 7:59,4
2019-05-04 8:0,2
2019-05-04 8:1,4
2019-05-04 8:2,0
2019-05-04 8:3,0
2019-05-04 8:4,3
2019-05-04 8:5,3
2019-05-04 8:6,6
2019-05-04 8:7,3
2019-05-04 8:8,4
2019-05-04 8:10,3
2019-05-04 8:11,2
2019-05-04 8:12,1
2019-05-04 8:13,2
2019-05-04 8:14,4
2019-05-04 8:15,4
2019-05-04 8:16,3
2019-05-04 8:17,1
2019-05-04 8:18,1
2019-05-04 8:19,4
2019-05-04 8:20,4
2019-05-04 8:21,3
2019-05-04 8:22,1
2019-05-04 8:23,5
2019-05-04 8:24,4
2019-05-04 8:25,1
2019-05-04 8:26,1
2019-05-04 8:27,4
2019-05-04 8:28,6
2019-05-04 8:29,2
2019-05-04 8:30,6
2019-05-04 8:31,4
2019-05-04 8:32,6
2019-05-04 8:33,1
2019-05-04 8:34,4
2019-05-04 8:35,6
2019-05-04 8:36,4
2019-05-04 8:37,2
2019-05-04 8:38,5
2019-05-04 8:39,4
2019-05-04 8:40,7
2019-05-04 8:41,6
2019-05-04 8:42,9
2019-05-04 8:43,4
2019-05-04 8:44,3
2019-05-04 8:45,3
2019-05-04 8:46,4
2019-05-04 8:47,4
2019-05-04 8:48,2
2019-05-04 8:49,4
2019-05-04 8:50,5
2019-05-04 8:51,7
2019-05-04 8:52,9
2019-05-04 8:53,7
2019-05-04 8:54,10
2019-05-04 8:55,7
2019-05-04 8:56,5
2019-05-04 8:57,4
2019-05-04 8:58,5
2019-05-04 8:59,5
2019-05-04 9:0,3
2019-05-04 9:1,6
2019-05-04 9:2,6
2019-05-04 9:3,9
2019-05-04 9:4,8
2019-05-04 9:5,10
2019-05-04 9:6,4
2019-05-04 9:7,6
2019-05-04 9:8,7
2019-05-04 9:9,3
2019-05-04 9:10,8
2019-05-04 9:11,6
2019-05-04 9:12,6
2019-05-04 9:13,7
2019-05-04 9:14,8
2019-05-04 9:15,5
2019-05-04 9:16,6
2019-05-04 9:17,1
2019-05-04 9:18,4
2019-05-04 9:19,4
2019-05-04 9:20,3
2019-05-04 9:21,1
2019-05-04 9:22,6
2019-05-04 9:23,6
2019-05-04 9:24,7
2019-05-04 9:25,5
2019-05-04 9:26,7
2019-05-04 9:27,8
2019-05-04 9:28,5
2019-05-04 9:29,11
2019-05-04 9:30,6
2019-05-04 9:31,11
2019-05-04 9:32,6
2019-05-04 9:33,10
2019-05-04 9:34,15
2019-05-04 9:35,13
2019-05-04 9:36,6
2019-05-04 9:37,10
2019-05-04 9:38,11
2019-05-04 9:39,8
2019-05-04 9:40,12
2019-05-04 9:41,9
2019-05-04 9:42,15
2019-05-04 9:43,10
2019-05-04 9:44,8
2019-05-04 9:45,8
2019-05-04 9:46,12
2019-05-04 9:47,13
2019-05-04 9:48,14
2019-05-04 9:49,11
2019-05-04 9:50,12
2019-05-04 9:51,10
2019-05-04 9:52,9
2019-05-04 9:53,12
2019-05-04 9:54,18
2019-05-04 9:55,18
2019-05-04 9:56,13
2019-05-04 9:57,16
2019-05-04 9:58,16
2019-05-04 9:59,20
2019-05-04 10:0,20
2019-05-04 10:1,16
2019-05-04 10:2,13
2019-05-04 10:3,17
2019-05-04 10:4,17
2019-05-04 10:5,19
2019-05-04 10:6,14
2019-05-04 10:7,21
2019-05-04 10:8,15
2019-05-04 10:9,14
2019-05-04 10:10,17
2019-05-04 10:11,13
2019-05-04 10:12,14
2019-05-04 10:13,13
2019-05-04 10:14,17
2019-05-04 10:15,15
2019-05-04 10:16,18
2019-05-04 10:17,17
2019-05-04 10:18,15
2019-05-04 10:19,17
2019-05-04 10:20,16
2019-05-04 10:21,11
2019-05-04 10:22,15
2019-05-04 10:23,16
2019-05-04 10:24,14
2019-05-04 10:25,12
2019-05-04 10:26,10
2019-05-04 10:27,12
2019-05-04 10:28,10
2019-05-04 10:29,10
2019-05-04 10:30,15
2019-05-04 10:31,11
2019-05-04 10:32,8
2019-05-04 10:33,12
2019-05-04 10:34,11
2019-05-04 10:35,11
2019-05-04 10:36,13
2019-05-04 10:37,9
2019-05-04 10:38,10
2019-05-04 10:39,8
2019-05-04 10:40,12
2019-05-04 10:41,10
2019-05-04 10:42,13
2019-05-04 10:43,16
2019-05-04 10:44,15
2019-05-04 10:45,11
2019-05-04 10:46,13
2019-05-04 10:47,12
2019-05-04 10:48,17
2019-05-04 10:49,19
2019-05-04 10:50,16
2019-05-04 10:51,17
2019-05-04 10:52,16
2019-05-04 10:53,12
2019-05-04 10:54,17
2019-05-04 10:55,15
2019-05-04 10:56,12
2019-05-04 10:57,14
2019-05-04 10:58,20
2019-05-04 10:59,15
2019-05-04 11:0,9
2019-05-04 11:1,8
2019-05-04 11:2,12
2019-05-04 11:3,12
2019-05-04 11:4,14
2019-05-04 11:5,12
2019-05-04 11:6,7
2019-05-04 11:7,10
2019-05-04 11:8,7
2019-05-04 11:10,10
2019-05-04 14:51,9
2019-05-04 14:52,14
2019-05-04 14:53,11
2019-05-04 14:54,17
2019-05-04 14:55,15
2019-05-04 14:56,12
2019-05-04 14:57,10
2019-05-04 14:58,11
2019-05-04 15:0,15
2019-05-04 15:1,14
2019-05-04 15:2,12
2019-05-04 15:3,14
2019-05-04 15:4,13
2019-05-04 15:5,15
2019-05-04 15:6,15
2019-05-04 15:7,19
2019-05-04 15:8,15
2019-05-04 15:9,14
2019-05-04 15:10,21
2019-05-04 15:11,21
2019-05-04 15:12,15
2019-05-04 15:13,11
2019-05-04 15:14,14
2019-05-04 15:15,18
2019-05-04 15:16,14
2019-05-04 15:17,10
2019-05-04 15:18,16
2019-05-04 15:19,12
2019-05-04 15:20,12
2019-05-04 15:21,13
2019-05-04 15:22,9
2019-05-04 15:23,8
2019-05-04 15:24,7
2019-05-04 15:25,9
2019-05-04 15:26,13
2019-05-04 15:27,9
2019-05-04 15:28,14
2019-05-04 15:29,15
2019-05-04 15:30,14
2019-05-04 15:31,14
2019-05-04 15:32,8
2019-05-04 15:33,10
2019-05-04 15:34,9
2019-05-04 15:35,14
2019-05-04 15:36,24
2019-05-04 15:37,15
2019-05-04 15:38,14
2019-05-04 15:39,16
2019-05-04 15:40,14
2019-05-04 15:41,13
2019-05-04 15:42,13
2019-05-04 15:43,11
2019-05-04 15:44,5
2019-05-04 15:45,10
2019-05-04 15:46,4
2019-05-04 15:47,7
2019-05-04 15:48,10
2019-05-04 15:49,5
2019-05-04 15:50,7
2019-05-04 15:51,8
2019-05-04 15:52,5
2019-05-04 15:53,7
2019-05-04 15:54,4
2019-05-04 15:55,8
2019-05-04 15:56,4
2019-05-04 15:57,5
2019-05-04 15:58,5
2019-05-04 15:59,5
2019-05-04 16:0,5
2019-05-04 16:1,7
2019-05-04 16:2,5
2019-05-04 16:3,5
2019-05-04 16:4,3
2019-05-04 16:5,10
2019-05-04 16:6,2
2019-05-04 16:7,1
2019-05-04 16:8,2
2019-05-04 16:10,11
2019-05-04 16:11,8
2019-05-04 16:12,7
2019-05-04 16:13,5
2019-05-04 16:14,4
2019-05-04 16:15,7
2019-05-04 16:16,8
2019-05-04 16:17,7
2019-05-04 16:18,6
2019-05-04 16:19,10
2019-05-04 16:20,8
2019-05-04 16:21,9
2019-05-04 16:22,5
2019-05-04 16:23,5
2019-05-04 16:24,6
2019-05-04 16:25,7
2019-05-04 16:26,6
2019-05-04 16:27,6
2019-05-04 16:28,4
2019-05-04 16:29,9
2019-05-04 16:30,8
2019-05-04 16:31,5
2019-05-04 16:32,6
2019-05-04 16:33,12
2019-05-04 16:34,5
2019-05-04 16:35,5
2019-05-04 16:36,10
2019-05-04 16:37,5
2019-05-04 16:38,5
2019-05-04 16:39,7
2019-05-04 16:40,6
2019-05-04 16:41,4
2019-05-04 16:42,4
2019-05-04 16:43,4
2019-05-04 16:44,7
2019-05-04 16:45,9
2019-05-04 16:46,7
2019-05-04 16:47,6
2019-05-04 16:48,1
2019-05-04 16:49,5
2019-05-04 16:50,3
2019-05-04 16:51,7
2019-05-04 16:52,6
2019-05-04 16:53,4
2019-05-04 16:54,6
2019-05-04 16:55,9
2019-05-04 16:56,9
2019-05-04 16:57,8
2019-05-04 16:58,9
2019-05-04 16:59,3
2019-05-04 17:0,3
2019-05-04 17:1,5
2019-05-04 17:2,9
2019-05-04 17:3,9
2019-05-04 17:4,5
2019-05-04 17:5,8
2019-05-04 17:6,9
2019-05-04 17:7,5
2019-05-04 17:8,6
2019-05-04 17:10,6
2019-05-04 17:11,4
2019-05-04 17:12,5
2019-05-04 17:13,9
2019-05-04 17:14,8
2019-05-04 17:15,11
2019-05-04 17:16,11
2019-05-04 17:17,9
2019-05-04 17:18,4
2019-05-04 17:19,4
2019-05-04 17:20,9
2019-05-04 17:21,4
2019-05-04 17:22,10
2019-05-04 17:23,11
2019-05-04 17:24,7
2019-05-04 17:25,10
2019-05-04 17:26,12
2019-05-04 17:27,11
2019-05-04 17:28,11
2019-05-04 17:29,9
2019-05-04 17:30,7
2019-05-04 17:31,6
2019-05-04 17:32,5
2019-05-04 17:33,9
2019-05-04 17:34,1
2019-05-04 17:35,2
2019-05-04 17:36,2
2019-05-04 17:37,3
2019-05-04 17:38,7
2019-05-04 17:39,1
2019-05-04 17:40,10
2019-05-04 17:41,1
2019-05-04 17:42,6
2019-05-04 17:43,6
2019-05-04 17:44,4
2019-05-04 17:45,3
2019-05-04 17:46,4
2019-05-04 17:47,6
2019-05-04 17:48,2
2019-05-04 17:49,5
2019-05-04 17:50,2
2019-05-04 17:51,4
2019-05-04 17:52,2
2019-05-04 17:53,2
2019-05-04 17:54,4
2019-05-04 17:55,5
2019-05-04 17:56,5
2019-05-04 17:57,4
2019-05-04 17:58,3
2019-05-04 17:59,8
2019-05-04 18:0,4
2019-05-04 18:1,4
2019-05-04 18:2,3
2019-05-04 18:3,4
2019-05-04 18:4,8
2019-05-04 18:5,6
2019-05-04 18:6,7
2019-05-04 18:7,4
2019-05-04 18:8,4
2019-05-04 18:9,8
2019-05-04 18:10,7
2019-05-04 18:11,3
2019-05-04 18:12,2
2019-05-04 18:13,7
2019-05-04 18:14,5
2019-05-04 18:15,4
2019-05-04 18:16,7
2019-05-04 18:17,5
2019-05-04 18:18,4
2019-05-04 18:19,3
2019-05-04 18:20,1
